Year,Date,F-Scale EF(Scale),Injuries,Fatalities,Length (miles),Width (yards)
1974,08/13/1974,0,0,0,0.1,10
1974,08/13/1974,0,0,0,0.1,10
1974,08/18/1974,1,0,0,0.1,10
1974,09/12/1974,2,0,0,0.3,600
1974,09/12/1974,2,0,0,0.1,10
1975,01/10/1975,2,0,0,2,587
1975,01/10/1975,1,0,0,0.1,10
1975,03/23/1975,2,2,0,1,80
1975,03/28/1975,0,0,0,0.1,10
1975,04/18/1975,1,0,0,0.5,50
1975,04/18/1975,0,0,0,0.2,77
1975,04/18/1975,3,1,0,2,30
1975,04/18/1975,1,0,0,2.5,50
1975,04/18/1975,1,0,0,2,50
1975,04/29/1975,0,0,0,0.1,10
1975,04/30/1975,0,0,0,0.1,10
1975,04/30/1975,0,0,0,0.1,10
1975,05/11/1975,1,2,0,0.2,50
1975,05/20/1975,2,1,0,2,50
1975,05/20/1975,2,0,0,0.1,10
1975,05/24/1975,2,0,0,0.1,10
1975,05/25/1975,0,0,0,0.1,10
1975,05/26/1975,0,0,0,0.1,10
1975,05/30/1975,2,0,0,4.3,100
1975,06/01/1975,0,0,0,0.1,10
1975,06/13/1975,0,0,0,0.1,10
1975,06/13/1975,3,0,0,6.6,1300
1975,06/14/1975,2,0,0,0.1,10
1975,06/14/1975,2,0,0,1,167
1975,06/17/1975,2,0,0,1.5,20
1975,06/18/1975,2,1,0,4.7,27
1975,06/18/1975,0,0,0,0.1,10
1975,06/20/1975,0,0,0,0.1,10
1975,06/20/1975,1,0,0,0.1,17
1975,06/20/1975,0,0,0,0.1,10
1975,06/24/1975,0,0,0,0.5,17
1975,06/24/1975,1,0,0,2,10
1975,07/06/1975,1,0,0,0.1,10
1975,07/08/1975,2,0,0,0.1,10
1975,07/11/1975,0,0,0,0.1,10
1975,07/23/1975,3,0,0,11.1,2630
1975,07/23/1975,3,69,2,14,2630
1975,07/23/1975,0,0,0,0.5,20
1975,08/14/1975,2,0,0,1,30
1975,11/09/1975,1,0,0,0.1,10
1975,11/10/1975,1,0,0,0.1,10
1975,11/10/1975,2,0,0,0.1,10
1975,11/29/1975,2,0,0,18.6,10
1975,11/29/1975,1,1,0,0.1,10
1975,11/29/1975,1,1,0,4.3,200
1975,11/30/1975,2,0,0,5.9,10
1976,02/16/1976,2,0,0,1,80
1976,02/16/1976,2,1,0,1,10
1976,03/04/1976,2,0,0,0.1,440
1976,03/04/1976,3,0,0,0.8,100
1976,03/12/1976,3,3,0,22.6,30
1976,03/12/1976,2,66,2,15.1,150
1976,03/12/1976,3,15,1,38.5,250
1976,03/12/1976,3,0,0,10,250
1976,03/20/1976,3,4,0,8.8,27
1976,03/20/1976,2,0,0,39,250
1976,03/20/1976,4,18,0,63.7,800
1976,03/20/1976,0,0,0,1.9,17
1976,03/20/1976,1,0,0,3.5,17
1976,03/26/1976,1,0,0,1.5,600
1976,03/26/1976,2,0,0,0.5,10
1976,04/20/1976,2,2,0,0.8,50
1976,04/23/1976,2,0,0,0.1,67
1976,04/23/1976,2,0,0,0.1,10
1976,05/15/1976,0,0,0,0.1,10
1976,05/30/1976,2,0,0,0.3,10
1976,06/13/1976,4,23,2,3.3,1760
1976,06/29/1976,4,0,0,4.9,40
1976,06/29/1976,0,0,0,0.5,50
1976,06/29/1976,2,0,0,0.1,10
1976,07/28/1976,2,0,0,0.1,10
1976,07/28/1976,0,0,0,0.1,10
1976,07/28/1976,3,0,0,0.1,10
1976,08/11/1976,2,1,0,0.1,10
1977,05/05/1977,4,2,0,7.3,1000
1977,06/30/1977,0,0,0,3.6,177
1977,06/30/1977,3,0,0,6.1,850
1977,06/30/1977,0,0,0,3,177
1977,06/30/1977,1,0,0,1.6,90
1977,06/30/1977,0,0,0,1.7,350
1977,06/30/1977,1,0,0,0.4,90
1977,06/30/1977,1,0,0,2.3,177
1977,06/30/1977,1,0,0,1,33
1977,07/18/1977,1,0,0,3,150
1977,08/06/1977,1,0,0,7.8,60
1977,08/06/1977,0,0,0,0.8,350
1977,08/06/1977,1,0,0,6.1,60
1977,08/06/1977,0,0,0,0.8,10
1977,08/06/1977,0,0,0,1.9,23
1977,08/06/1977,1,0,0,1.3,350
1977,08/06/1977,2,0,0,2.3,350
1977,08/06/1977,1,0,0,1,50
1977,08/06/1977,1,0,0,6.2,33
1977,08/06/1977,3,0,0,4.1,100
1977,08/06/1977,1,0,0,5.9,30
1977,08/06/1977,1,0,0,3.6,150
1977,08/06/1977,0,0,0,0.6,50
1977,08/06/1977,0,0,0,0.2,17
1977,08/06/1977,0,0,0,0.2,10
1977,08/06/1977,0,0,0,1.1,17
1977,08/06/1977,1,0,0,2.2,50
1977,08/06/1977,1,0,0,2.8,40
1977,08/06/1977,1,0,0,3.3,90
1977,08/21/1977,3,56,6,26.9,77
1977,09/07/1977,1,0,0,0.1,70
1977,09/07/1977,1,0,0,0.2,143
1977,09/23/1977,2,3,0,2.7,150
1978,04/10/1978,1,0,0,0.5,100
1978,04/18/1978,1,0,0,6.1,177
1978,05/12/1978,2,1,0,34.1,700
1978,05/12/1978,2,3,0,7.6,700
1978,06/25/1978,1,0,0,0.1,50
1978,06/25/1978,1,0,1,1.3,17
1978,06/25/1978,1,0,0,0.5,17
1978,06/25/1978,2,0,0,16.4,400
1978,06/25/1978,2,0,0,0.9,300
1978,07/26/1978,3,0,0,8.9,177
1978,08/02/1978,0,0,0,4.1,880
1978,08/15/1978,3,0,0,6.4,77
1978,08/15/1978,2,0,0,2,100
1979,03/30/1979,1,0,0,1,70
1979,06/09/1979,1,0,0,3,30
1979,06/22/1979,0,0,0,0.5,50
1979,06/29/1979,4,1,0,5.4,100
1979,07/14/1979,1,0,0,3.8,50
1979,08/05/1979,0,0,0,0.2,10
1979,08/05/1979,3,0,0,5.7,67
1979,08/09/1979,1,0,0,0.3,30
1979,08/17/1979,2,0,0,0.5,50
1979,08/19/1979,0,0,0,12.5,30
1979,08/20/1979,1,0,0,1,50
1979,10/22/1979,1,0,0,2,30
1980,04/08/1980,2,0,0,0.5,60
1980,04/08/1980,0,0,0,0.5,60
1980,05/12/1980,1,0,0,1.2,100
1980,05/24/1980,0,0,0,0.1,20
1980,05/24/1980,0,0,0,9,100
1980,06/01/1980,2,7,0,1,10
1980,06/07/1980,0,0,0,0.1,10
1980,06/07/1980,2,0,0,34.5,880
1980,07/10/1980,2,0,0,1.5,17
1980,07/16/1980,2,0,0,1.4,440
1980,09/16/1980,0,0,0,0.8,17
1980,09/16/1980,0,0,0,0.1,10
1980,09/16/1980,0,0,0,0.1,10
1980,09/22/1980,0,0,0,0.1,10
1981,03/29/1981,4,0,0,5.1,33
1981,04/03/1981,4,32,0,11.9,567
1981,04/04/1981,1,4,0,4.9,100
1981,04/13/1981,1,0,0,46.1,100
1981,04/13/1981,0,0,0,0.1,10
1981,04/13/1981,2,0,0,0.1,10
1981,04/13/1981,0,0,0,0.1,10
1981,04/13/1981,1,0,0,34.5,150
1981,04/13/1981,1,0,0,0.1,50
1981,04/22/1981,0,0,0,5.6,50
1981,05/27/1981,0,0,0,0.5,13
1981,06/01/1981,0,0,0,0.1,10
1981,06/08/1981,0,0,0,0.1,10
1981,06/08/1981,0,0,0,0.1,10
1981,06/08/1981,1,0,0,0.1,10
1981,06/08/1981,1,0,0,0.1,10
1981,06/08/1981,1,0,0,0.1,10
1981,06/08/1981,1,0,0,0.1,10
1981,06/08/1981,0,0,0,0.1,10
1981,06/20/1981,1,0,0,1,70
1981,06/20/1981,1,0,0,0.1,10
1981,06/20/1981,0,0,0,0.1,10
1981,06/20/1981,0,0,0,0.1,10
1981,06/21/1981,1,0,0,0.1,10
1981,06/21/1981,1,0,0,0.1,10
1981,06/21/1981,3,12,1,8.8,880
1981,06/21/1981,0,0,0,0.1,10
1981,06/21/1981,0,0,0,0.1,10
1981,06/21/1981,0,0,0,0.3,50
1981,07/04/1981,0,0,0,0.2,167
1981,07/25/1981,2,0,0,2,20
1981,07/25/1981,0,0,0,0.1,10
1981,08/25/1981,1,0,0,0.3,17
1982,03/12/1982,2,1,0,0.1,10
1982,03/30/1982,2,3,1,0.8,100
1982,03/30/1982,1,0,0,0.1,10
1982,04/02/1982,0,0,0,0.3,200
1982,04/02/1982,1,0,0,6,500
1982,04/02/1982,1,5,0,4,127
1982,04/02/1982,3,15,0,12,750
1982,04/03/1982,1,0,0,14,450
1982,04/03/1982,0,0,0,8,127
1982,05/15/1982,0,0,0,0.1,10
1982,05/15/1982,0,0,0,0.2,30
1982,05/15/1982,0,0,0,0.5,10
1982,05/16/1982,0,0,0,0.1,10
1982,05/18/1982,0,0,0,0.1,10
1982,05/18/1982,0,0,0,0.1,10
1982,05/26/1982,0,0,0,0.1,10
1982,05/26/1982,0,0,0,0.1,10
1982,05/29/1982,3,7,0,10,200
1982,05/29/1982,4,181,10,17,400
1982,05/29/1982,0,0,0,0.1,10
1982,05/29/1982,0,0,0,0.1,10
1982,05/30/1982,0,0,0,0.1,10
1982,05/30/1982,0,0,0,0.1,10
1982,05/31/1982,0,1,0,5,40
1982,07/04/1982,0,0,0,0.1,10
1982,07/07/1982,0,0,0,0.1,10
1982,07/10/1982,0,0,0,0.1,10
1982,08/04/1982,0,0,0,7,100
1982,08/24/1982,2,0,0,23.5,300
1982,08/24/1982,0,0,0,12.5,300
1982,08/24/1982,0,0,0,13,300
1982,08/24/1982,0,0,0,11.5,300
1982,08/24/1982,0,0,0,0.8,33
1982,12/02/1982,0,0,0,0.5,33
1982,12/02/1982,3,0,2,10.5,100
1983,03/06/1983,0,0,0,0.5,57
1983,05/01/1983,3,15,0,4,77
1983,05/01/1983,2,1,0,0.2,17
1983,05/01/1983,2,1,0,0.5,77
1983,05/01/1983,3,3,0,15,1000
1983,05/01/1983,2,20,0,4,100
1983,05/01/1983,1,0,0,0.3,33
1983,05/01/1983,0,0,2,0.2,30
1983,05/01/1983,1,0,0,0.2,30
1983,05/01/1983,1,0,0,0.2,30
1983,05/02/1983,1,0,0,0.2,30
1983,05/29/1983,1,1,0,0.2,30
1983,05/29/1983,0,2,0,0.2,30
1983,06/29/1983,0,0,0,0.2,20
1984,03/15/1984,0,0,0,0.1,10
1984,03/19/1984,0,0,0,0.1,10
1984,04/03/1984,0,0,0,0.1,10
1984,04/03/1984,0,0,0,0.1,10
1984,04/03/1984,0,0,0,0.2,10
1984,04/12/1984,1,2,0,3,10
1984,04/12/1984,1,1,0,0.2,10
1984,04/12/1984,0,0,0,0.3,10
1984,04/12/1984,1,1,0,0.3,10
1984,04/27/1984,1,0,0,2.7,150
1984,04/27/1984,3,5,1,9,200
1984,04/27/1984,1,0,0,1,100
1984,04/27/1984,0,0,0,0.3,30
1984,04/29/1984,0,0,0,0.1,10
1984,04/29/1984,0,0,0,0.1,10
1984,04/29/1984,0,0,0,0.1,10
1984,04/29/1984,0,0,0,0.1,10
1984,04/29/1984,0,0,0,0.1,10
1984,04/29/1984,1,0,0,1,10
1984,04/29/1984,1,0,0,0.1,10
1984,04/29/1984,0,0,0,0.1,10
1984,05/25/1984,0,0,0,0.1,10
1984,05/25/1984,2,0,0,0.1,10
1984,06/13/1984,1,0,0,1.8,80
1984,06/13/1984,0,0,0,0.8,100
1984,06/22/1984,1,0,0,0.6,200
1984,06/22/1984,1,0,0,1,300
1984,08/28/1984,1,0,0,1,10
1984,11/01/1984,0,0,0,8,10
1984,11/09/1984,2,11,0,30,150
1984,11/09/1984,1,0,0,0.1,10
1984,11/09/1984,0,0,0,0.1,10
1984,11/09/1984,0,0,0,0.1,10
1984,11/11/1984,1,0,0,1,10
1985,03/27/1985,1,0,0,3,40
1985,03/28/1985,2,0,0,4.5,800
1985,04/05/1985,1,0,0,0.5,100
1985,04/05/1985,2,3,1,1.8,50
1985,05/14/1985,1,0,0,0.1,17
1985,06/15/1985,0,0,0,13,10
1985,06/24/1985,0,0,0,0.2,10
1985,07/04/1985,1,0,0,1.5,230
1985,07/09/1985,2,8,0,0.5,167
1985,07/14/1985,0,0,0,0.2,10
1985,09/09/1985,0,0,0,0.1,100
1985,11/18/1985,0,0,0,0.1,10
1985,11/19/1985,0,0,0,0.1,10
1985,11/19/1985,1,0,0,0.3,20
1985,11/19/1985,1,0,0,5,40
1986,04/30/1986,1,0,0,0.1,20
1986,05/15/1986,0,0,0,0.2,10
1986,05/15/1986,1,1,0,1,10
1986,05/15/1986,1,0,0,6,10
1986,05/15/1986,1,0,0,8,10
1986,05/15/1986,0,0,0,0.2,10
1986,05/15/1986,1,0,0,3.5,100
1986,05/15/1986,2,0,0,5,10
1986,05/16/1986,0,0,0,0.2,10
1986,05/16/1986,0,0,0,0.2,10
1986,05/16/1986,0,0,0,0.2,10
1986,05/16/1986,1,0,0,0.5,10
1986,06/04/1986,0,0,0,3,100
1986,06/30/1986,1,1,0,0.3,10
1986,06/30/1986,0,0,0,4,123
1986,07/06/1986,0,0,0,12,10
1986,09/24/1986,2,0,0,2.5,73
1986,09/28/1986,0,0,0,0.2,10
1986,09/29/1986,1,0,0,1,10
1986,09/29/1986,1,10,0,0.1,50
1986,09/29/1986,2,0,0,2,50
1986,09/29/1986,2,0,0,9,50
1987,04/11/1987,1,0,0,28,23
1987,04/11/1987,0,0,0,1,10
1987,04/13/1987,1,0,0,0.5,10
1987,04/13/1987,1,2,0,3,23
1987,04/14/1987,0,0,0,0.5,10
1987,05/20/1987,1,0,0,0.5,50
1987,06/01/1987,0,0,0,0.2,10
1987,06/01/1987,0,0,0,0.5,10
1987,06/02/1987,0,0,0,0.1,10
1987,06/02/1987,2,0,0,0.1,10
1987,06/02/1987,0,0,0,0.1,10
1987,06/02/1987,0,0,0,0.1,10
1987,06/02/1987,1,0,0,1.5,40
1987,06/02/1987,1,0,0,0.7,50
1987,06/13/1987,0,0,0,0.2,10
1987,06/13/1987,0,0,0,2,10
1987,07/06/1987,1,0,0,0.1,20
1987,07/15/1987,1,0,0,0.2,10
1987,07/29/1987,1,0,0,0.7,10
1987,07/30/1987,1,0,0,0.2,10
1987,08/08/1987,0,0,0,0.2,10
1987,08/16/1987,2,0,0,1,10
1988,04/02/1988,0,0,0,0.2,20
1988,04/05/1988,2,0,0,30,50
1988,04/22/1988,0,0,0,0.2,20
1988,04/22/1988,0,0,0,0.5,20
1988,05/08/1988,1,0,0,0.3,10
1988,05/08/1988,1,0,0,0.2,50
1988,05/08/1988,1,0,0,0.2,13
1988,05/08/1988,0,0,0,0.1,13
1988,05/08/1988,1,0,0,1,10
1988,05/08/1988,2,0,0,0.1,50
1988,05/08/1988,1,2,0,0.5,50
1988,05/08/1988,1,1,0,18,60
1988,05/08/1988,1,3,0,2,40
1988,05/08/1988,0,0,0,0.5,50
1988,09/19/1988,0,0,0,0.1,10
1988,11/15/1988,1,0,0,0.2,50
1988,11/15/1988,2,0,0,0.1,50
1988,11/15/1988,2,0,0,0.4,50
1988,11/15/1988,3,0,0,9,200
1988,11/15/1988,1,0,0,0.1,50
1989,01/07/1989,0,0,0,0.5,20
1989,01/07/1989,2,0,0,0,0
1989,01/07/1989,2,6,0,27,100
1989,01/07/1989,1,0,0,0.5,50
1989,01/07/1989,4,55,0,19,200
1989,01/07/1989,4,50,0,7,200
1989,04/03/1989,1,0,0,0.2,50
1989,04/03/1989,1,0,0,0.6,50
1989,04/03/1989,0,0,0,0.2,50
1989,04/03/1989,1,0,0,0.1,20
1989,05/19/1989,1,0,0,1,30
1989,05/19/1989,1,0,0,0.2,20
1989,05/25/1989,1,0,0,0.8,30
1989,05/25/1989,1,0,0,0.2,50
1989,06/05/1989,0,0,0,0.1,10
1989,07/24/1989,0,0,0,0.1,10
1989,10/16/1989,2,0,0,2,800
1990,03/08/1990,2,0,0,42,10
1990,03/13/1990,3,1,0,15,250
1990,05/09/1990,2,0,0,0.2,50
1990,05/09/1990,2,0,0,0.5,50
1990,05/09/1990,1,0,0,0.5,50
1990,05/12/1990,1,0,0,6,100
1990,05/12/1990,2,0,0,0.2,100
1990,05/15/1990,0,0,0,0.1,30
1990,05/16/1990,1,0,0,10,100
1990,05/16/1990,0,0,0,0.1,50
1990,05/16/1990,1,0,0,10,50
1990,06/02/1990,2,2,0,8,600
1990,06/02/1990,0,0,0,0.5,50
1990,06/02/1990,1,0,0,0.5,50
1990,06/02/1990,1,0,0,8,200
1990,06/02/1990,4,2,0,23,300
1990,06/02/1990,2,0,0,17.5,150
1990,06/02/1990,2,0,0,11,150
1990,06/02/1990,2,6,0,8,100
1990,06/02/1990,2,0,0,4,100
1990,06/02/1990,4,6,0,12.5,200
1990,06/02/1990,4,12,1,106,300
1990,06/02/1990,4,1,1,43,300
1990,06/02/1990,1,0,0,3,50
1990,06/02/1990,0,0,0,3,50
1990,06/02/1990,2,1,0,5,50
1990,06/02/1990,2,1,0,1,50
1990,06/13/1990,0,0,0,0.1,20
1990,06/13/1990,0,0,0,7,20
1990,06/13/1990,0,0,0,0.1,50
1990,06/13/1990,1,0,0,0.2,10
1990,06/14/1990,1,0,0,0.2,50
1990,06/16/1990,1,0,0,0.1,10
1990,06/19/1990,2,0,0,0.3,100
1990,06/19/1990,1,0,0,1,100
1990,06/20/1990,1,0,0,0.2,100
1990,06/20/1990,2,0,0,8,100
1990,06/20/1990,1,0,0,4,100
1990,06/22/1990,2,0,0,3,100
1990,06/22/1990,1,0,0,0.5,50
1990,06/29/1990,1,0,0,0.5,100
1990,08/28/1990,1,0,0,3,103
1990,08/28/1990,5,350,29,16.4,600
1990,09/07/1990,1,0,0,3,50
1990,10/03/1990,1,0,0,0.5,100
1990,10/03/1990,1,0,0,3,50
1990,10/03/1990,2,0,0,1,100
1990,11/26/1990,0,0,0,0.5,50
1990,11/26/1990,0,0,0,0.5,50
1990,11/27/1990,2,0,0,6,100
1990,11/27/1990,1,0,0,5,100
1990,11/27/1990,1,0,0,0.5,50
1990,11/27/1990,2,2,0,1,200
1990,11/27/1990,1,0,0,0.5,400
1991,03/22/1991,1,0,0,9,100
1991,03/22/1991,1,0,0,1,50
1991,03/27/1991,0,0,0,3,50
1991,03/27/1991,3,7,0,15,200
1991,03/27/1991,1,0,0,0.5,50
1991,03/27/1991,0,0,0,0.5,50
1991,04/23/1991,1,0,0,0.1,100
1991,04/29/1991,1,0,0,10,100
1991,04/29/1991,0,0,0,3,100
1991,04/29/1991,0,0,0,0.2,100
1991,04/29/1991,0,0,0,0.1,100
1991,04/29/1991,1,0,0,0.2,200
1991,04/29/1991,0,0,0,0.2,50
1991,04/29/1991,0,0,0,0.1,20
1991,05/05/1991,1,0,0,0.5,50
1991,05/05/1991,0,0,0,0.5,50
1991,05/10/1991,0,0,0,0.1,50
1991,05/11/1991,0,0,0,0.1,350
1991,05/14/1991,0,0,0,0.1,20
1991,05/14/1991,0,0,0,0.1,20
1991,05/16/1991,0,0,0,0.2,50
1991,05/17/1991,0,0,0,1,50
1991,05/18/1991,0,0,0,0.7,33
1991,05/22/1991,0,0,0,0.2,50
1991,05/25/1991,0,0,0,0.1,50
1991,05/31/1991,1,0,0,0.5,100
1991,05/31/1991,0,0,0,0.2,50
1991,08/03/1991,1,0,0,0.5,1733
1991,10/04/1991,1,0,0,0.4,20
1991,10/04/1991,1,0,0,0.1,10
1991,11/19/1991,3,16,0,1.5,70
1991,12/08/1991,0,0,0,8,50
1992,03/06/1992,0,0,0,0.2,10
1992,04/10/1992,0,0,0,0.1,50
1992,04/15/1992,0,0,0,1,50
1992,05/04/1992,0,0,0,0.1,30
1992,05/04/1992,0,0,0,0.1,30
1992,05/04/1992,0,0,0,0.1,10
1992,06/17/1992,0,0,0,0.1,30
1992,06/17/1992,0,0,0,0.5,40
1992,06/17/1992,2,1,0,0.1,20
1992,06/17/1992,1,0,0,0.1,20
1992,06/17/1992,0,1,0,0.1,10
1992,06/19/1992,0,0,0,0.2,40
1992,07/02/1992,0,0,0,0.1,250
1992,07/02/1992,0,0,0,0.8,300
1992,07/02/1992,0,0,0,0.2,350
1992,07/02/1992,0,0,0,0.1,250
1992,07/04/1992,1,0,0,6,500
1992,07/25/1992,0,0,0,7,1000
1992,07/25/1992,0,0,0,3,500
1992,07/30/1992,0,0,0,0.1,100
1992,07/30/1992,0,0,0,0.1,33
1992,08/26/1992,0,0,0,0.1,10
1992,09/09/1992,0,0,0,0.2,10
1993,05/11/1993,1,0,0,0.5,20
1993,05/23/1993,1,0,0,0.2,20
1993,06/04/1993,0,0,0,3,50
1993,06/08/1993,1,0,0,5,100
1993,06/08/1993,0,0,0,0.4,30
1993,06/08/1993,0,0,0,3,23
1993,06/08/1993,0,0,0,0.1,10
1993,06/08/1993,0,0,0,0.1,10
1993,06/08/1993,0,0,0,0.1,10
1993,06/08/1993,0,0,0,0.1,10
1993,06/08/1993,0,0,0,0.1,10
1993,06/08/1993,0,0,0,0.2,20
1993,06/08/1993,0,0,0,1,30
1993,06/09/1993,0,0,0,0.5,20
1993,06/19/1993,3,0,0,1,300
1993,06/24/1993,0,0,0,0.1,10
1993,06/24/1993,0,0,0,0.1,10
1993,06/24/1993,1,0,0,0.2,20
1993,06/26/1993,0,0,0,0.2,20
1993,07/02/1993,0,0,0,0.5,20
1993,07/02/1993,0,0,0,0.2,20
1993,07/02/1993,0,0,0,0.4,33
1993,07/08/1993,2,0,0,0.3,30
1993,07/08/1993,1,0,0,0.1,23
1993,08/15/1993,1,0,0,0.2,20
1993,08/15/1993,2,0,0,0.2,20
1993,08/16/1993,1,0,0,0.5,50
1993,08/16/1993,0,0,0,0.1,10
1993,08/16/1993,0,0,0,0.1,10
1993,08/16/1993,0,0,0,0.1,10
1993,08/19/1993,0,0,0,0.1,10
1993,08/19/1993,0,0,0,0.1,33
1993,08/23/1993,1,0,0,0.2,10
1993,09/20/1993,0,0,0,0.2,20
1994,04/15/1994,0,0,0,2.5,40
1994,04/15/1994,1,0,0,2.5,60
1994,04/26/1994,0,0,0,1,100
1994,04/26/1994,1,0,0,3,130
1994,04/26/1994,1,0,0,2,20
1994,04/26/1994,1,0,0,1,20
1994,04/26/1994,0,0,0,3,20
1994,04/26/1994,1,0,0,1,20
1994,04/26/1994,2,3,0,6,50
1994,04/26/1994,0,0,0,0.3,50
1994,04/26/1994,0,0,0,0.1,20
1994,04/27/1994,1,1,0,1,23
1994,04/28/1994,0,0,0,8,60
1994,04/28/1994,0,0,0,0.3,33
1994,05/14/1994,0,0,0,0.1,10
1994,06/26/1994,0,0,0,0.2,20
1994,07/20/1994,0,0,0,0.3,20
1994,07/20/1994,0,0,0,0.3,20
1994,08/08/1994,0,0,0,0.2,10
1994,08/08/1994,0,0,0,0.2,10
1994,08/08/1994,0,0,0,0.2,10
1995,04/18/1995,1,0,0,0.5,30
1995,05/09/1995,0,0,0,0.1,10
1995,05/09/1995,0,0,0,0.1,10
1995,05/09/1995,1,0,0,3,50
1995,05/09/1995,3,6,0,50,880
1995,05/09/1995,0,0,0,5,73
1995,05/09/1995,0,0,0,0.1,10
1995,05/09/1995,0,0,0,3,220
1995,05/09/1995,0,0,0,0.1,73
1995,05/09/1995,3,0,0,22,300
1995,05/09/1995,1,2,0,4,220
1995,05/09/1995,0,0,0,0.5,50
1995,05/09/1995,0,0,0,0.2,40
1995,05/09/1995,0,0,0,1,73
1995,05/09/1995,0,0,0,0.2,40
1995,05/09/1995,1,0,0,13,220
1995,05/09/1995,1,0,0,0.7,70
1995,05/09/1995,1,0,0,0.1,10
1995,05/09/1995,0,0,0,2,220
1995,05/09/1995,1,0,0,3,220
1995,05/09/1995,0,0,0,1,220
1995,05/09/1995,1,0,0,5,40
1995,05/10/1995,0,0,0,0.5,10
1995,05/13/1995,4,7,0,50,1000
1995,05/13/1995,2,2,0,14,880
1995,05/13/1995,4,45,0,7,880
1995,05/13/1995,3,25,0,25,880
1995,05/13/1995,1,0,0,7,220
1995,05/13/1995,0,0,0,0.1,10
1995,05/13/1995,0,0,0,0.1,10
1995,05/13/1995,0,0,0,0.1,10
1995,05/13/1995,1,0,0,4,220
1995,05/13/1995,0,0,0,1,30
1995,05/18/1995,1,0,0,0.6,83
1995,05/18/1995,2,0,0,4,300
1995,05/18/1995,1,0,0,4.5,100
1995,05/18/1995,1,0,0,6,200
1995,05/18/1995,2,0,0,4.2,170
1995,05/18/1995,0,0,0,0.4,73
1995,05/18/1995,1,0,0,4.8,150
1995,05/18/1995,0,0,0,8,120
1995,05/18/1995,0,0,0,6,70
1995,05/18/1995,0,0,0,3.5,50
1995,05/18/1995,0,0,0,7.5,60
1995,05/18/1995,1,0,0,18,200
1995,05/18/1995,0,0,0,0.3,40
1995,05/18/1995,1,0,0,0.5,50
1995,05/27/1995,1,0,0,8,120
1995,05/27/1995,0,0,0,0.1,50
1995,05/27/1995,0,0,0,0.1,10
1995,05/27/1995,0,0,0,0.1,10
1995,05/27/1995,0,0,0,0.1,50
1995,05/27/1995,0,0,0,0.5,50
1995,05/27/1995,0,0,0,0.1,10
1995,05/27/1995,0,0,0,0.1,10
1995,05/27/1995,0,0,0,0.1,50
1995,06/02/1995,0,0,0,0.1,10
1995,06/26/1995,1,0,0,0.1,10
1995,06/26/1995,0,0,0,0.1,10
1995,06/27/1995,1,0,0,0.5,20
1995,07/25/1995,0,0,0,2.2,123
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,2,0,0,3,400
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,0,0,0,0.2,20
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,0,0,0,0.1,10
1995,07/27/1995,0,0,0,0.1,10
1995,08/09/1995,0,0,0,0.2,20
1995,08/19/1995,0,0,0,0.2,23
1996,02/26/1996,0,0,0,0.3,75
1996,04/18/1996,1,9,0,2.5,220
1996,04/19/1996,0,0,0,0.1,100
1996,04/19/1996,0,0,0,0.1,100
1996,04/19/1996,1,0,0,2,440
1996,04/19/1996,0,0,0,1,220
1996,04/19/1996,1,0,0,0.5,50
1996,04/19/1996,0,0,0,2,100
1996,04/19/1996,0,0,0,1,50
1996,04/19/1996,0,0,0,5,50
1996,04/19/1996,2,1,0,9,250
1996,04/19/1996,1,0,0,3.5,100
1996,04/19/1996,0,0,0,4,100
1996,04/19/1996,1,0,0,9,250
1996,04/19/1996,2,1,0,6,880
1996,04/19/1996,0,0,0,1.5,50
1996,04/19/1996,0,0,0,4,20
1996,04/19/1996,0,0,0,0.1,100
1996,04/19/1996,0,0,0,4,330
1996,04/19/1996,3,0,0,9.4,880
1996,04/19/1996,0,0,0,1.5,60
1996,04/19/1996,1,4,0,3.5,100
1996,04/19/1996,0,0,0,5,20
1996,04/19/1996,3,29,0,14.5,440
1996,04/19/1996,2,7,0,20,150
1996,04/19/1996,0,0,0,0.1,10
1996,04/19/1996,1,0,0,0.3,50
1996,04/19/1996,0,0,0,2,70
1996,04/19/1996,1,1,0,2,300
1996,04/19/1996,1,0,0,3,50
1996,04/19/1996,0,0,0,2,50
1996,04/19/1996,0,0,0,3,70
1996,04/19/1996,0,0,0,2,50
1996,04/19/1996,1,0,0,2.5,100
1996,04/19/1996,1,0,0,11.5,80
1996,04/19/1996,3,12,0,4,220
1996,04/19/1996,3,13,1,2,1500
1996,04/19/1996,0,0,0,0.1,100
1996,04/19/1996,3,0,0,17,400
1996,04/19/1996,1,0,0,1,100
1996,04/19/1996,2,2,0,2,100
1996,05/08/1996,0,0,0,15.8,40
1996,05/09/1996,0,0,0,0.1,25
1996,05/09/1996,0,0,0,0.2,25
1996,05/10/1996,1,0,0,2,100
1996,05/19/1996,1,0,0,0.8,50
