Year,Date,F-Scale EF(Scale),Injuries,Fatalities,Length (miles),Width (yards)
1996,05/25/1996,1,0,0,8,100
1996,05/25/1996,0,0,0,1,50
1996,05/27/1996,0,0,0,1,50
1996,05/27/1996,0,0,0,0.5,50
1996,05/27/1996,0,0,0,2.5,40
1996,05/28/1996,0,0,0,0.3,40
1996,06/06/1996,0,0,0,2,20
1996,06/06/1996,0,0,0,0.5,200
1996,06/06/1996,0,0,0,8.5,50
1996,06/10/1996,0,0,0,0.1,25
1996,07/17/1996,0,0,0,0.3,20
1996,07/28/1996,0,0,0,0.1,50
1996,08/18/1996,0,0,0,0.1,10
1996,08/18/1996,0,0,0,0.1,10
1996,10/17/1996,0,1,0,2.5,50
1996,12/23/1996,1,0,0,2,70
1997,04/05/1997,0,0,0,1.5,50
1997,04/30/1997,0,0,0,1,50
1997,04/30/1997,0,0,0,8,50
1997,04/30/1997,0,0,0,13,50
1997,04/30/1997,0,0,0,1,20
1997,04/30/1997,0,0,0,12,10
1997,04/30/1997,1,0,0,2,20
1997,04/30/1997,0,0,0,17,10
1997,04/30/1997,0,0,0,1,10
1997,04/30/1997,1,2,0,7,100
1997,04/30/1997,0,0,0,7,50
1997,04/30/1997,0,0,0,0.1,23
1997,04/30/1997,0,0,0,24,50
1997,04/30/1997,0,1,0,0.5,50
1997,04/30/1997,0,0,0,2,10
1997,04/30/1997,0,0,0,1,50
1997,04/30/1997,1,0,0,0.1,20
1997,04/30/1997,0,0,0,0.1,50
1997,04/30/1997,0,0,0,14.5,50
1997,04/30/1997,0,0,0,0.1,50
1997,05/18/1997,2,0,0,6,73
1997,05/18/1997,0,0,0,0.1,10
1997,05/18/1997,0,0,0,0.1,10
1997,05/18/1997,0,0,0,0.1,50
1997,05/25/1997,0,0,0,0.1,10
1997,06/11/1997,0,0,0,1,30
1997,07/18/1997,1,0,0,3,150
1997,07/18/1997,1,2,0,2,150
1997,07/19/1997,0,0,0,0.1,10
1997,07/27/1997,0,0,0,0.1,10
1997,08/03/1997,0,0,0,0.2,50
1997,08/03/1997,0,0,0,0.1,10
1998,03/28/1998,2,3,0,1.5,220
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.3,50
1998,04/07/1998,2,0,0,3,70
1998,04/07/1998,1,0,0,0.3,180
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,1,0,0,0.5,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,1,0,0,0.1,30
1998,04/07/1998,2,0,0,11,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,2,8,0,11,100
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.2,30
1998,04/07/1998,0,0,0,0.3,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.2,30
1998,04/07/1998,0,0,0,0.2,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.1,30
1998,04/07/1998,0,0,0,0.2,30
1998,04/13/1998,1,0,0,9.5,80
1998,04/13/1998,1,1,0,1,40
1998,04/15/1998,0,0,0,0.1,30
1998,04/15/1998,0,0,0,0.1,30
1998,04/15/1998,0,0,0,0.1,50
1998,04/15/1998,0,0,0,0.2,30
1998,04/15/1998,0,0,0,0.2,30
1998,04/15/1998,0,0,0,1,50
1998,04/15/1998,0,0,0,16,50
1998,04/15/1998,1,0,0,2,50
1998,04/15/1998,2,1,0,5.5,250
1998,04/15/1998,2,0,0,4,300
1998,04/15/1998,1,0,0,9,250
1998,04/15/1998,2,8,0,9.5,150
1998,04/15/1998,2,0,0,16,130
1998,04/15/1998,0,0,0,0.3,30
1998,04/15/1998,0,0,0,0.4,30
1998,04/29/1998,0,0,0,3,40
1998,04/30/1998,0,0,0,0.2,30
1998,04/30/1998,0,0,0,0.1,30
1998,05/02/1998,0,0,0,0.1,30
1998,05/02/1998,0,0,0,0.1,30
1998,05/03/1998,0,0,0,0.2,40
1998,05/12/1998,0,0,0,0.1,30
1998,05/12/1998,0,0,0,0.1,30
1998,05/12/1998,0,0,0,0.1,30
1998,05/12/1998,1,0,0,1,200
1998,05/12/1998,0,0,0,0.1,30
1998,05/12/1998,0,0,0,0.1,30
1998,05/12/1998,0,0,0,0.1,50
1998,05/15/1998,0,0,0,1,30
1998,05/15/1998,0,0,0,0.8,150
1998,05/19/1998,0,0,0,0.3,40
1998,05/19/1998,0,0,0,0.2,30
1998,05/19/1998,0,0,0,0.1,30
1998,05/19/1998,0,0,0,0.1,30
1998,05/19/1998,0,0,0,0.5,30
1998,05/28/1998,0,0,0,0.1,30
1998,05/28/1998,0,0,0,0.1,30
1998,06/12/1998,1,0,0,2.5,100
1998,06/12/1998,0,0,0,0.3,30
1998,06/12/1998,1,0,0,2,100
1998,06/14/1998,1,1,0,3,80
1998,06/14/1998,1,0,0,1.2,80
1998,06/14/1998,0,0,0,0.1,30
1998,06/14/1998,0,0,0,0.3,30
1998,06/14/1998,0,0,0,0.1,30
1998,06/14/1998,0,0,0,1,100
1998,06/14/1998,1,4,0,5.5,150
1998,06/14/1998,0,0,0,0.1,30
1998,06/14/1998,0,0,0,0.1,30
1998,06/14/1998,0,0,0,0.1,30
1998,06/18/1998,2,0,0,6,880
1998,06/18/1998,0,0,0,0.1,30
1998,06/18/1998,0,0,0,0.1,30
1998,06/18/1998,0,0,0,0.5,30
1998,06/22/1998,0,0,0,0.5,40
1998,06/25/1998,0,0,0,0.5,30
1998,06/29/1998,1,0,0,1,30
1998,06/29/1998,0,0,0,1,30
1998,06/29/1998,1,0,0,5,400
1998,06/29/1998,1,1,0,3,200
1998,06/29/1998,1,0,0,1.5,100
1998,06/29/1998,1,0,0,1,100
1998,06/29/1998,1,0,0,8.5,100
1998,06/29/1998,0,0,0,0.1,30
1998,06/29/1998,0,0,0,0.5,40
1998,06/29/1998,0,0,0,0.6,30
1998,06/29/1998,1,0,0,0.2,80
1998,08/24/1998,1,0,0,0.5,50
1998,11/10/1998,0,0,0,0.2,30
1998,12/06/1998,0,0,0,2,200
1999,01/21/1999,2,0,0,8,300
1999,01/21/1999,0,0,0,0.3,30
1999,01/22/1999,2,0,0,1.5,150
1999,02/11/1999,2,0,0,14.7,0
1999,02/11/1999,1,0,0,3,50
1999,02/11/1999,1,0,0,1.4,50
1999,02/27/1999,0,0,0,0.2,50
1999,04/05/1999,0,1,0,0.2,40
1999,04/05/1999,2,0,0,9.4,100
1999,04/08/1999,3,0,0,7.5,200
1999,04/08/1999,0,0,0,20,10
1999,04/08/1999,2,0,0,26.8,120
1999,04/08/1999,1,0,0,4,120
1999,04/08/1999,1,0,0,9.5,200
1999,04/08/1999,1,6,1,9.3,333
1999,04/08/1999,1,1,0,1,0
1999,04/08/1999,1,3,1,3.5,100
1999,04/08/1999,0,0,0,0.3,0
1999,04/22/1999,0,0,0,0.1,10
1999,04/22/1999,0,0,0,0.2,10
1999,05/05/1999,1,4,0,0.2,0
1999,05/12/1999,0,0,0,1,20
1999,05/12/1999,0,0,0,0.1,10
1999,05/12/1999,0,0,0,0.1,10
1999,05/16/1999,0,0,0,0.1,10
1999,06/01/1999,0,0,0,5,400
1999,06/01/1999,1,0,0,3.8,0
1999,06/01/1999,0,0,0,0.1,10
1999,06/01/1999,3,4,1,10,200
1999,06/01/1999,1,0,0,12.6,0
1999,06/01/1999,1,0,0,0.5,50
1999,06/01/1999,2,0,0,10,150
1999,06/01/1999,2,4,0,15.5,450
1999,06/01/1999,0,0,0,0.2,10
1999,06/01/1999,0,0,0,0.2,10
1999,06/01/1999,0,0,0,0.5,20
1999,06/01/1999,0,0,0,6,50
1999,06/04/1999,0,0,0,0.3,20
1999,06/04/1999,1,0,0,2.5,200
1999,06/04/1999,0,0,0,0.1,10
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,2,0,2.5,100
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,3.5,20
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,2,20
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,3.5,20
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,0.2,30
1999,06/04/1999,0,0,0,0.1,20
1999,06/04/1999,0,0,0,0.1,20
1999,06/06/1999,0,0,0,0.1,10
1999,06/06/1999,0,0,0,0.1,10
1999,06/12/1999,0,0,0,0.1,10
1999,06/12/1999,0,0,0,0.2,30
1999,08/12/1999,1,0,0,0.5,0
1999,08/12/1999,0,0,0,0.1,50
2000,04/20/2000,1,0,0,1,30
2000,04/20/2000,0,0,0,0.2,10
2000,04/20/2000,0,0,0,0.3,20
2000,04/20/2000,1,0,0,0.3,300
2000,04/20/2000,1,0,0,2.3,150
2000,04/20/2000,0,0,0,3.5,30
2000,05/08/2000,0,0,0,0.1,10
2000,05/08/2000,1,0,0,0.5,100
2000,05/08/2000,2,4,0,4,400
2000,05/12/2000,0,0,0,0.3,20
2000,05/12/2000,0,0,0,2,50
2000,05/12/2000,0,0,0,7,20
2000,05/12/2000,1,0,0,9,50
2000,05/12/2000,2,0,0,1.5,100
2000,05/12/2000,0,0,0,1.5,40
2000,05/18/2000,0,0,0,0.1,10
2000,05/18/2000,0,0,0,0.1,10
2000,05/18/2000,0,0,0,0.1,10
2000,05/18/2000,0,0,0,0.1,10
2000,05/18/2000,0,0,0,0.1,10
2000,05/18/2000,0,0,0,0.1,10
2000,05/18/2000,0,0,0,3,100
2000,05/18/2000,0,1,0,0.2,20
2000,05/18/2000,0,0,0,0.5,50
2000,05/18/2000,0,0,0,0.5,50
2000,05/18/2000,0,0,0,0.5,50
2000,05/18/2000,0,0,0,0.5,50
2000,05/18/2000,0,0,0,0.5,50
2000,05/18/2000,0,0,0,0.5,50
2000,05/18/2000,0,0,0,0.5,50
2000,05/18/2000,0,0,0,2.5,20
2000,05/18/2000,0,0,0,0.1,20
2000,05/18/2000,0,0,0,0.5,50
2000,05/18/2000,0,0,0,0.1,20
2000,05/18/2000,0,0,0,0.5,50
2000,05/18/2000,0,0,0,0.5,50
2000,05/18/2000,0,0,0,0.1,10
2000,05/26/2000,0,0,0,6.3,60
2000,05/26/2000,0,0,0,4.3,60
2000,05/26/2000,1,0,0,1.5,100
2000,05/31/2000,0,0,0,0.5,30
2000,06/16/2000,0,0,0,1.5,50
2000,06/20/2000,1,1,0,24,300
2000,06/20/2000,0,0,0,10.3,50
2000,06/20/2000,0,0,0,0.3,100
2000,06/20/2000,0,0,0,0.2,150
2000,06/20/2000,0,0,0,2.6,50
2000,06/24/2000,1,2,0,6.2,100
2000,07/18/2000,0,0,0,0.1,40
2000,07/18/2000,0,0,0,0.1,40
2000,07/18/2000,0,0,0,0.1,40
2000,07/31/2000,0,0,0,0.5,50
2000,08/23/2000,1,0,0,0.5,80
2000,09/11/2000,0,0,0,0.5,70
2000,10/05/2000,0,0,0,0.2,30
2001,04/09/2001,0,0,0,0.3,15
2001,04/10/2001,1,1,0,2,100
2001,05/10/2001,0,0,0,0.1,20
2001,05/26/2001,0,0,0,0.2,30
2001,05/31/2001,0,0,0,0.2,50
2001,05/31/2001,0,0,0,0.1,30
2001,07/08/2001,0,0,0,1.5,150
2001,07/08/2001,0,0,0,0.1,20
2001,07/08/2001,0,0,0,0.1,20
2001,07/17/2001,0,0,0,0.1,10
2001,08/18/2001,0,0,0,0.1,25
2001,08/18/2001,0,0,0,0.3,100
2001,08/18/2001,0,0,0,0.1,20
2001,08/18/2001,0,0,0,0.1,5
2001,08/18/2001,0,0,0,0.1,30
2001,08/25/2001,0,0,0,0.1,20
2001,10/24/2001,0,0,0,0.1,20
2001,10/24/2001,2,0,0,1.8,300
2001,10/24/2001,1,2,0,1,100
2001,10/24/2001,1,0,0,2,70
2001,10/24/2001,0,0,0,0.5,50
2002,04/18/2002,0,0,0,0.1,20
2002,04/19/2002,1,0,0,2,40
2002,04/21/2002,3,42,1,31.5,500
2002,04/24/2002,0,0,0,0.1,20
2002,04/27/2002,1,0,0,1.7,100
2002,04/27/2002,1,5,0,5,200
2002,04/28/2002,2,3,0,7.5,200
2002,04/28/2002,3,10,1,19.3,400
2002,04/28/2002,2,2,0,7,400
2002,04/28/2002,3,1,0,22,200
2002,05/01/2002,1,0,0,6,40
2002,05/01/2002,1,0,0,6.5,40
2002,05/01/2002,1,1,0,7.5,40
2002,05/01/2002,0,0,0,2.5,30
2002,05/01/2002,1,0,0,5,40
2002,05/01/2002,1,0,0,2.5,40
2002,05/01/2002,1,0,0,7,40
2002,05/01/2002,1,0,0,6.5,40
2002,05/01/2002,1,0,0,2.5,40
2002,05/01/2002,0,0,0,0.5,75
2002,05/01/2002,0,0,0,0.1,20
2002,05/01/2002,0,0,0,0.3,50
2002,05/01/2002,1,0,0,1,100
2002,05/07/2002,0,0,0,0.1,25
2002,05/08/2002,0,0,0,5.5,50
2002,05/09/2002,1,0,2,0.5,100
2002,05/12/2002,0,0,0,0.1,30
2002,06/04/2002,0,0,0,2,50
2002,06/04/2002,0,0,0,1,50
2002,06/11/2002,0,0,0,0.7,60
2002,06/11/2002,0,0,0,0.3,10
2002,06/11/2002,0,0,0,2.5,50
2002,06/11/2002,0,0,0,0.7,40
2002,06/11/2002,0,0,0,2,50
2002,06/12/2002,0,0,0,1.8,12
2002,11/10/2002,0,0,0,9,100
2002,11/10/2002,0,0,0,0.5,50
2003,03/19/2003,0,0,0,0.1,10
2003,04/04/2003,1,0,0,1,30
2003,04/04/2003,0,0,0,0.1,10
2003,04/04/2003,0,0,0,0.1,10
2003,04/04/2003,0,0,0,0.1,10
2003,04/04/2003,0,0,0,0.3,30
2003,04/04/2003,1,0,0,4,100
2003,04/04/2003,0,0,0,0.1,10
2003,04/25/2003,0,0,0,0.3,30
2003,04/30/2003,1,0,0,0,75
2003,04/30/2003,0,0,0,0.8,20
2003,04/30/2003,1,0,0,0.1,50
2003,04/30/2003,0,0,0,0.5,25
2003,04/30/2003,1,0,0,0.5,75
2003,04/30/2003,0,0,0,0,50
2003,04/30/2003,0,0,0,1,10
2003,05/04/2003,1,0,0,1.4,100
2003,05/04/2003,1,0,0,2.2,50
2003,05/04/2003,1,0,0,1.2,50
2003,05/04/2003,1,0,0,9.8,60
2003,05/04/2003,1,0,0,0.2,40
2003,05/06/2003,1,0,0,4,60
2003,05/06/2003,1,0,0,0.5,60
2003,05/06/2003,0,0,0,0.1,25
2003,05/06/2003,0,0,0,0.3,30
2003,05/06/2003,4,33,2,33,1000
2003,05/06/2003,2,1,0,25,400
2003,05/06/2003,2,1,0,3,400
2003,05/06/2003,0,0,0,0.2,30
2003,05/06/2003,0,0,0,0.2,30
2003,05/06/2003,0,0,0,0.2,30
2003,05/08/2003,0,0,0,0.2,50
2003,05/08/2003,0,0,0,0.1,10
2003,05/09/2003,0,0,0,0.3,20
2003,05/10/2003,0,0,0,0.1,10
2003,05/10/2003,0,0,0,0.2,20
2003,05/10/2003,0,0,0,1,30
2003,05/10/2003,0,0,0,0.3,20
2003,05/10/2003,0,0,0,0.1,10
2003,05/10/2003,0,0,0,0.1,10
2003,05/10/2003,1,0,0,1.5,100
2003,05/10/2003,2,4,0,69.2,300
2003,05/10/2003,2,0,0,30.8,300
2003,05/10/2003,2,0,0,6,150
2003,05/10/2003,0,0,0,8.3,100
2003,05/10/2003,1,0,0,3,400
2003,05/10/2003,0,0,0,2.1,50
2003,05/10/2003,1,0,0,2.7,100
2003,05/10/2003,0,0,0,3.8,50
2003,05/10/2003,0,0,0,25.5,100
2003,05/10/2003,1,0,0,8,150
2003,05/10/2003,2,1,0,2.5,100
2003,05/10/2003,1,0,0,2,100
2003,05/10/2003,3,32,0,17.5,440
2003,05/10/2003,0,0,0,4.1,50
2003,05/10/2003,1,0,0,1.5,100
2003,05/10/2003,2,4,0,12.5,300
2003,05/10/2003,1,0,0,8,200
2003,05/14/2003,0,0,0,1,50
2003,05/14/2003,0,0,0,0.1,10
2003,05/14/2003,0,0,0,0.1,10
2003,05/14/2003,0,0,0,0.1,10
2003,05/14/2003,0,0,0,0.1,10
2003,05/14/2003,0,0,0,0.1,10
2003,05/14/2003,0,0,0,0.1,10
2003,05/14/2003,0,0,0,0.1,10
2003,05/28/2003,1,0,0,3.5,100
2003,05/28/2003,0,0,0,0.1,10
2003,05/28/2003,0,0,0,0.1,10
2003,05/28/2003,0,0,0,1,50
2003,05/28/2003,0,0,0,1,50
2003,05/28/2003,0,0,0,0.1,10
2003,05/28/2003,0,0,0,0.1,10
2003,05/28/2003,0,0,0,1.2,20
2003,05/28/2003,0,0,0,1.5,75
2003,05/28/2003,0,0,0,0.1,10
2003,05/30/2003,0,0,0,0.3,100
2003,05/30/2003,0,0,0,4,100
2003,05/30/2003,0,0,0,4,100
2003,05/30/2003,0,0,0,0.5,50
2003,05/30/2003,0,0,0,2.5,100
2003,05/30/2003,0,0,0,0.1,10
2003,05/30/2003,0,0,0,3.5,100
2003,05/30/2003,2,0,0,7.3,150
2003,05/30/2003,1,0,0,14,100
2003,05/30/2003,1,0,0,1.7,100
2003,05/30/2003,0,0,0,5,50
2003,05/30/2003,1,0,0,5.7,100
2003,05/30/2003,0,0,0,0.3,50
2003,05/30/2003,0,0,0,0.5,50
2003,05/30/2003,0,0,0,0.1,10
2003,05/30/2003,0,0,0,2.5,50
2003,05/30/2003,2,0,0,14,880
2003,05/30/2003,2,4,0,12.8,1100
2003,06/10/2003,0,0,0,3.5,75
2003,06/10/2003,2,2,0,3.5,150
2003,06/10/2003,0,0,0,3,50
2003,06/10/2003,0,0,0,1,50
2003,06/10/2003,0,0,0,1.2,40
2003,06/10/2003,0,0,0,0.5,50
2003,06/10/2003,1,0,0,14,60
2003,06/11/2003,0,0,0,0.1,10
2003,06/11/2003,0,0,0,0.1,10
2003,06/11/2003,0,0,0,0.1,10
2003,06/11/2003,0,0,0,0.2,10
2003,06/11/2003,0,0,0,0.1,10
2003,06/11/2003,0,0,0,0.1,10
2003,06/11/2003,0,0,0,0.1,10
2003,06/11/2003,0,0,0,0.1,10
2003,06/13/2003,0,0,0,0.1,10
2003,06/14/2003,0,0,0,0,50
2003,06/14/2003,0,0,0,0.1,50
2003,06/14/2003,0,0,0,0.1,50
2003,06/14/2003,0,0,0,0.5,50
2003,06/14/2003,0,0,0,0.1,50
2003,06/14/2003,0,0,0,0,50
2003,07/08/2003,0,0,0,0.3,20
2003,07/09/2003,0,0,0,0.1,10
2003,07/27/2003,0,0,0,1,100
2003,08/31/2003,1,0,0,5,100
2003,09/12/2003,0,0,0,0.2,35
2003,09/26/2003,1,0,0,0.8,50
2003,09/26/2003,1,1,0,1.5,250
2004,04/20/2004,1,0,0,3.9,50
2004,04/20/2004,0,0,0,0.1,50
2004,04/20/2004,1,0,0,10.8,440
2004,04/20/2004,0,0,0,2.8,30
2004,04/20/2004,3,12,8,15.8,880
2004,04/20/2004,2,0,0,9,400
2004,04/20/2004,1,0,0,1.5,30
2004,04/20/2004,0,0,0,2,20
2004,04/20/2004,0,0,0,0.5,20
2004,04/20/2004,0,0,0,5,20
2004,04/20/2004,0,0,0,2,20
2004,04/20/2004,2,0,0,3,50
2004,04/20/2004,1,0,0,6,75
2004,04/20/2004,1,0,0,1.6,250
2004,04/20/2004,0,0,0,3,20
2004,04/20/2004,0,0,0,1.5,20
2004,05/02/2004,0,0,0,0.1,10
2004,05/07/2004,0,0,0,0.1,10
2004,05/10/2004,0,0,0,0.2,10
2004,05/10/2004,0,0,0,0.2,10
2004,05/10/2004,0,0,0,0.2,10
2004,05/18/2004,1,0,0,0.3,50
2004,05/18/2004,0,0,0,0.1,10
2004,05/18/2004,0,0,0,0.1,10
2004,05/19/2004,0,0,0,0.1,20
2004,05/23/2004,0,0,0,0.1,10
2004,05/23/2004,2,0,0,13.1,240
2004,05/24/2004,0,0,0,1,40
2004,05/24/2004,1,0,0,5,50
2004,05/24/2004,1,0,0,3,50
2004,05/24/2004,1,1,1,7.3,100
2004,05/24/2004,2,1,0,1.2,100
2004,05/24/2004,1,0,0,0.3,75
2004,05/25/2004,0,0,0,0.5,50
2004,05/30/2004,0,0,0,0.1,10
2004,05/30/2004,1,0,0,2,70
2004,05/30/2004,1,0,0,7,80
2004,05/30/2004,1,0,0,9,75
2004,05/30/2004,0,0,0,0.1,40
2004,05/30/2004,0,3,0,0.1,40
2004,05/30/2004,1,0,0,12,50
2004,05/30/2004,0,0,0,0.2,20
2004,05/30/2004,1,0,0,4.5,70
2004,05/30/2004,1,0,0,3.5,80
2004,05/30/2004,1,0,0,12,75
2004,05/30/2004,1,0,0,4,100
2004,05/30/2004,1,0,0,4.5,70
2004,05/30/2004,1,0,0,18.5,75
2004,05/30/2004,0,0,0,0.2,20
2004,05/30/2004,0,0,0,0.5,50
2004,05/30/2004,0,0,0,1,20
2004,05/30/2004,0,0,0,0.2,50
2004,05/30/2004,0,0,0,0.2,50
2004,06/10/2004,0,0,0,0.7,10
2004,06/10/2004,0,0,0,0.5,10
2004,06/10/2004,1,0,0,3,30
2004,06/10/2004,0,0,0,3.5,10
2004,06/10/2004,1,0,0,0.3,125
2004,06/10/2004,1,0,0,0.3,125
2004,06/10/2004,0,0,0,0.1,10
2004,07/03/2004,0,0,0,0.1,10
2004,07/03/2004,0,0,0,0.1,10
2004,07/05/2004,1,0,0,0.3,30
2004,07/05/2004,0,0,0,0.1,40
2004,07/05/2004,0,0,0,0.1,10
2004,07/13/2004,0,0,0,1,70
2004,07/13/2004,0,0,0,1,70
2004,07/13/2004,4,3,0,9.6,440
2004,07/13/2004,0,0,0,0.1,10
2004,08/24/2004,0,0,0,1.2,50
2004,08/24/2004,0,0,0,2.8,100
2004,08/24/2004,0,0,0,0.1,10
2004,08/24/2004,0,0,0,0.1,10
2004,08/24/2004,0,0,0,0.8,20
2004,08/26/2004,0,0,0,0.1,10
2004,10/18/2004,2,3,0,8.8,250
2004,10/18/2004,2,0,0,14,300
2004,11/01/2004,0,0,0,0.3,40
2004,11/01/2004,0,0,0,0.2,50
2004,11/01/2004,0,0,0,1.5,100
2005,01/13/2005,1,0,0,11,100
2005,03/30/2005,0,0,0,0.1,10
2005,03/30/2005,1,0,0,2,150
2005,04/12/2005,0,0,0,0.1,40
2005,04/12/2005,0,0,0,4.4,50
2005,04/22/2005,0,0,0,0.1,10
2005,04/22/2005,0,0,0,0.1,40
2005,05/11/2005,0,0,0,0.2,50
2005,06/08/2005,0,0,0,2,25
2005,06/08/2005,0,0,0,0.1,10
2005,06/13/2005,0,0,0,0.5,40
2005,06/13/2005,0,0,0,1.5,40
2005,06/13/2005,0,0,0,1,50
2005,06/13/2005,1,0,0,3,70
2005,06/13/2005,1,0,0,2.5,60
2005,09/19/2005,1,0,0,1,50
2005,11/15/2005,0,0,0,0.2,50
2005,11/15/2005,0,0,0,0.1,50
2005,11/15/2005,1,0,0,5,100
2005,11/15/2005,1,0,0,10,40
2005,11/15/2005,0,0,0,0.2,50
2006,01/02/2006,1,0,0,0.1,35
2006,02/16/2006,1,0,0,0.1,25
2006,03/11/2006,0,0,0,0.1,40
2006,03/11/2006,0,0,0,0.1,50
2006,03/11/2006,1,0,0,2.4,100
2006,03/11/2006,2,0,0,2,100
2006,03/11/2006,1,0,0,1,600
2006,03/12/2006,0,0,0,0.9,50
2006,03/12/2006,2,20,0,67,880
2006,03/12/2006,1,2,0,3.5,100
2006,03/12/2006,1,0,0,11.8,75
2006,03/12/2006,0,0,0,0,0
2006,03/12/2006,1,0,0,12,440
2006,03/12/2006,2,0,0,4,400
2006,03/12/2006,2,4,0,12.5,200
2006,03/12/2006,2,0,0,2.5,400
2006,03/12/2006,2,0,0,3.5,200
2006,03/12/2006,1,0,0,10,400
2006,03/12/2006,1,0,0,8,600
2006,03/12/2006,0,0,0,2,30
2006,03/13/2006,0,0,0,6,50
2006,03/30/2006,1,0,0,4.5,200
2006,03/30/2006,1,0,0,2.7,250
2006,04/02/2006,2,11,1,7,100
2006,04/02/2006,0,0,0,2,30
2006,04/02/2006,0,0,0,0.5,30
2006,04/02/2006,0,0,0,0,25
2006,04/02/2006,1,0,0,12,233
2006,04/02/2006,0,0,0,16,50
2006,04/02/2006,1,0,0,2,100
2006,04/02/2006,0,0,0,0.1,20
2006,04/02/2006,0,0,0,1,50
2006,04/02/2006,1,0,0,0.5,200
2006,04/02/2006,1,0,0,2,100
2006,04/02/2006,2,0,0,20,200
2006,04/02/2006,1,0,0,1,100
2006,04/02/2006,1,0,0,2.2,100
2006,04/02/2006,1,0,0,1,100
2006,04/02/2006,0,0,0,1.3,50
2006,04/02/2006,1,0,0,0.8,50
2006,04/02/2006,1,1,0,6.3,300
2006,04/02/2006,1,1,0,1.5,100
2006,04/02/2006,1,0,0,6,150
2006,04/02/2006,0,0,0,0.1,50
2006,04/02/2006,1,0,0,1,100
2006,04/02/2006,0,0,0,0.3,40
2006,04/02/2006,0,0,0,0.1,30
2006,04/02/2006,2,0,0,4.5,300
2006,04/02/2006,0,0,0,1,80
2006,04/02/2006,0,0,0,2.5,50
2006,04/02/2006,1,3,0,7.5,150
2006,04/02/2006,0,0,0,0.8,100
2006,04/02/2006,0,0,0,0.1,30
2006,04/02/2006,0,0,0,0.1,30
2006,04/02/2006,0,0,0,0.5,50
2006,04/02/2006,1,0,0,1,50
2006,04/02/2006,0,0,0,0.1,30
2006,04/02/2006,0,0,0,2.6,50
2006,04/02/2006,0,0,0,0.3,50
2006,04/13/2006,0,0,0,2.7,220
2006,04/13/2006,1,0,0,13,880
2006,04/13/2006,1,0,0,1.5,100
2006,04/13/2006,2,0,0,2,50
2006,04/13/2006,1,0,0,0.8,200
2006,04/13/2006,0,0,0,0.1,100
2006,04/13/2006,0,0,0,3.8,125
2006,04/14/2006,0,0,0,0.5,25
2006,04/16/2006,1,0,0,1,100
2006,04/16/2006,0,0,0,0.1,30
2006,04/16/2006,0,0,0,0.1,30
2006,04/16/2006,0,0,0,0.1,30
2006,04/16/2006,0,0,0,0.5,40
2006,04/16/2006,2,0,0,4,200
2006,04/16/2006,1,0,0,5,150
2006,04/16/2006,2,0,0,1.5,150
2006,04/16/2006,0,0,0,1,50
2006,04/16/2006,0,0,0,0.5,25
2006,04/16/2006,0,0,0,0.1,30
2006,04/16/2006,0,0,0,0.5,25
2006,04/16/2006,0,0,0,0.5,25
2006,04/16/2006,1,0,0,0.1,75
2006,04/18/2006,0,2,0,0.1,50
2006,04/30/2006,0,0,0,0.7,50
2006,05/10/2006,0,0,0,2.5,50
2006,05/24/2006,1,0,0,3.8,150
2006,05/24/2006,0,0,0,0.2,50
2006,05/24/2006,1,0,0,1.5,50
2006,05/24/2006,0,0,0,0.2,50
2006,05/24/2006,0,0,0,1.3,100
2006,05/24/2006,0,0,0,1.2,75
2006,05/24/2006,0,0,0,1.3,100
2006,05/31/2006,0,0,0,1.2,50
2006,05/31/2006,0,0,0,0.4,30
2006,05/31/2006,0,0,0,0.4,50
2006,05/31/2006,0,0,0,0.6,50
2006,05/31/2006,0,0,0,1,50
2006,05/31/2006,0,0,0,0.6,50
2006,05/31/2006,0,0,0,0.6,50
2006,05/31/2006,0,0,0,0.1,30
2006,05/31/2006,0,0,0,0.4,50
2006,06/02/2006,0,0,0,0.2,30
